Frey_Onset,WIC_Files,Frey_MLAT,Frey_MLT,SH1,SH2,SH3,SH1_Files,SH2_Files,SH3_Files
2002-11-13 06:07:27,wic20023170607.idl,65.29,0.63,2002-11-13 06:06:16,2002-11-13 06:07:10,2002-11-13 06:08:04,vis2002317060616.idl,vis2002317060710.idl,vis2002317060804.idl
2002-11-13 20:13:50,wic20023172013.idl,67.58,23.97,2002-11-13 20:12:28,2002-11-13 20:13:22,2002-11-13 20:14:16,vis2002317201228.idl,vis2002317201322.idl,vis2002317201416.idl
2002-11-15 13:56:07,wic20023191356.idl,66.68,23.51,2002-11-15 13:55:02,2002-11-15 13:55:56,2002-11-15 13:56:50,vis2002319135502.idl,vis2002319135556.idl,vis2002319135650.idl
2002-11-20 17:17:10,wic20023241717.idl,62.8,1.25,2002-11-20 17:15:35,2002-11-20 17:16:29,2002-11-20 17:18:17,vis2002324171535.idl,vis2002324171629.idl,vis2002324171817.idl
2002-11-20 20:13:49,wic20023242013.idl,55.79,23.68,2002-11-20 20:12:42,2002-11-20 20:13:36,2002-11-20 20:14:30,vis2002324201242.idl,vis2002324201336.idl,vis2002324201430.idl
2002-11-21 11:11:48,wic20023251111.idl,58.31,0.61,2002-11-21 11:09:59,2002-11-21 11:10:54,2002-11-21 11:11:48,vis2002325110959.idl,vis2002325111054.idl,vis2002325111148.idl
2002-11-21 14:04:15,wic20023251404.idl,61.46,21.84,2002-11-21 14:03:06,2002-11-21 14:04:00,2002-11-21 14:04:54,vis2002325140306.idl,vis2002325140400.idl,vis2002325140454.idl
2002-11-23 06:02:37,wic20023270602.idl,73.45,22.75,2002-11-23 06:00:52,2002-11-23 06:01:46,2002-11-23 06:02:40,vis2002327060052.idl,vis2002327060146.idl,vis2002327060240.idl
2002-11-23 19:03:35,wic20023271903.idl,68.55,19.18,2002-11-23 19:01:56,2002-11-23 19:02:50,2002-11-23 19:03:44,vis2002327190156.idl,vis2002327190250.idl,vis2002327190344.idl
2002-11-24 12:31:36,wic20023281231.idl,67.03,22.78,2002-11-24 12:30:30,2002-11-24 12:31:24,2002-11-24 12:32:18,vis2002328123030.idl,vis2002328123124.idl,vis2002328123218.idl
2002-11-25 12:38:39,wic20023291238.idl,60.15,22.4,2002-11-25 12:36:52,2002-11-25 12:37:46,2002-11-25 12:38:41,vis2002329123652.idl,vis2002329123746.idl,vis2002329123841.idl
2002-11-26 06:21:08,wic20023300621.idl,66.34,23.73,2002-11-26 06:20:09,2002-11-26 06:21:03,2002-11-26 06:21:57,vis2002330062009.idl,vis2002330062103.idl,vis2002330062157.idl
2002-11-26 07:14:31,wic20023300714.idl,67.95,23.2,2002-11-26 07:13:21,2002-11-26 07:14:15,2002-11-26 07:15:09,vis2002330071321.idl,vis2002330071415.idl,vis2002330071509.idl
2002-11-26 21:56:15,wic20023302156.idl,65.14,20.43,2002-11-26 21:54:36,2002-11-26 21:55:30,2002-11-26 21:56:24,vis2002330215436.idl,vis2002330215530.idl,vis2002330215624.idl
2002-11-28 13:28:29,wic20023321328.idl,66.87,23.92,2002-11-28 13:26:48,2002-11-28 13:27:42,2002-11-28 13:28:36,vis2002332132648.idl,vis2002332132742.idl,vis2002332132836.idl
2002-11-29 05:09:52,wic20023330509.idl,66.83,21.57,2002-11-29 05:08:57,2002-11-29 05:09:51,2002-11-29 05:10:45,vis2002333050857.idl,vis2002333050951.idl,vis2002333051045.idl
2002-11-29 06:09:25,wic20023330609.idl,68.54,19.46,2002-11-29 06:08:04,2002-11-29 06:08:58,2002-11-29 06:09:52,vis2002333060804.idl,vis2002333060858.idl,vis2002333060952.idl
2002-11-29 20:08:07,wic20023332008.idl,66.27,23.26,2002-11-29 20:06:33,2002-11-29 20:07:27,2002-11-29 20:08:21,vis2002333200633.idl,vis2002333200727.idl,vis2002333200821.idl
2002-12-01 11:22:00,wic20023351122.idl,58.28,20.83,2002-12-01 11:20:35,2002-12-01 11:21:29,2002-12-01 11:22:23,vis2002335112035.idl,vis2002335112129.idl,vis2002335112223.idl
2002-12-01 13:19:07,wic20023351319.idl,64.57,0.07,2002-12-01 13:17:48,2002-12-01 13:18:42,2002-12-01 13:19:36,vis2002335131748.idl,vis2002335131842.idl,vis2002335131936.idl
2002-12-01 14:02:15,wic20023351402.idl,67.23,21.85,2002-12-01 14:00:10,2002-12-01 14:01:59,2002-12-01 14:02:53,vis2002335140010.idl,vis2002335140159.idl,vis2002335140253.idl
2002-12-01 15:05:56,wic20023351505.idl,67.61,18.99,2002-12-01 15:04:11,2002-12-01 15:05:06,2002-12-01 15:06:54,vis2002335150411.idl,vis2002335150506.idl,vis2002335150654.idl
2002-12-02 04:17:28,wic20023360417.idl,72.03,21.96,2002-12-02 04:16:28,2002-12-02 04:17:22,2002-12-02 04:19:10,vis2002336041628.idl,vis2002336041722.idl,vis2002336041910.idl
2002-12-04 12:02:30,wic20023381202.idl,68.02,21.69,2002-12-04 12:00:51,2002-12-04 12:01:45,2002-12-04 12:02:39,vis2002338120051.idl,vis2002338120145.idl,vis2002338120239.idl
2002-12-04 13:34:58,wic20023381334.idl,65.13,21.79,2002-12-04 13:33:43,2002-12-04 13:34:37,2002-12-04 13:35:31,vis2002338133343.idl,vis2002338133437.idl,vis2002338133531.idl
2002-12-06 22:19:57,wic20023402219.idl,66.39,23.19,2002-12-06 22:18:05,2002-12-06 22:18:59,2002-12-06 22:20:48,vis2002340221805.idl,vis2002340221859.idl,vis2002340222048.idl
2002-12-07 12:45:37,wic20023411245.idl,64.94,23.42,2002-12-07 12:44:24,2002-12-07 12:45:18,2002-12-07 12:46:12,vis2002341124424.idl,vis2002341124518.idl,vis2002341124612.idl
2002-12-07 13:47:14,wic20023411347.idl,64.9,23.8,2002-12-07 13:44:48,2002-12-07 13:46:36,2002-12-07 13:47:31,vis2002341134448.idl,vis2002341134636.idl,vis2002341134731.idl
2002-12-09 22:34:37,wic20023432234.idl,71.07,22.01,2002-12-09 22:32:52,2002-12-09 22:33:46,2002-12-09 22:34:40,vis2002343223252.idl,vis2002343223346.idl,vis2002343223440.idl
2002-12-17 15:44:41,wic20023511544.idl,69.11,23.61,2002-12-17 15:42:54,2002-12-17 15:43:49,2002-12-17 15:44:43,vis2002351154254.idl,vis2002351154349.idl,vis2002351154443.idl
2002-12-20 11:58:17,wic20023541158.idl,67.4,22.83,2002-12-20 11:56:34,2002-12-20 11:57:28,2002-12-20 11:58:22,vis2002354115634.idl,vis2002354115728.idl,vis2002354115822.idl
2002-12-20 14:24:14,wic20023541424.idl,68.42,19.9,2002-12-20 14:22:37,2002-12-20 14:23:31,2002-12-20 14:24:25,vis2002354142237.idl,vis2002354142331.idl,vis2002354142425.idl
2002-12-22 23:11:00,wic20023562311.idl,67.43,21.62,2002-12-22 23:09:37,2002-12-22 23:10:31,2002-12-22 23:11:25,vis2002356230937.idl,vis2002356231031.idl,vis2002356231125.idl
2002-12-23 14:38:44,wic20023571438.idl,59.14,21.93,2002-12-23 14:37:02,2002-12-23 14:37:56,2002-12-23 14:38:50,vis2002357143702.idl,vis2002357143756.idl,vis2002357143850.idl
2002-12-25 07:23:06,wic20023590723.idl,64.02,22.21,2002-12-25 07:22:10,2002-12-25 07:23:04,2002-12-25 07:23:58,vis2002359072210.idl,vis2002359072304.idl,vis2002359072358.idl
2002-12-31 04:59:16,wic20023650459.idl,70.15,23.36,2002-12-31 04:57:33,2002-12-31 04:58:27,2002-12-31 04:59:21,vis2002365045733.idl,vis2002365045827.idl,vis2002365045921.idl
